Date,Industrial production,CFNAI Index,Manufacturing ISM,Manufacturing ISM - Price Paid,Service ISM,Service ISM - Price Paid,US Retail Sales,Industrial production_growth,US Retail Sales_growth,CFNAI Index_chg,Manufacturing ISM_chg,Manufacturing ISM - Price Paid_chg,Service ISM_chg,Service ISM - Price Paid_chg
2016-06-30,98.8833,0.13,52.2,52.2,56.2,52.6,423943.0,0.4712588491570034,0.5160209344669853,0.48,0.8000000000000043,0.8000000000000043,0.4000000000000057,-3.299999999999997
2016-07-31,98.9992,0.05,52.7,52.7,52.6,52.0,424326.0,0.11714023549630953,0.09030154963249339,-0.08,0.5,0.5,-3.6000000000000014,-0.6000000000000014
2016-08-31,98.85,-0.21,49.8,49.8,55.4,52.8,425313.0,-0.1508219677233403,0.23233407223024974,-0.26,-2.9000000000000057,-2.9000000000000057,2.799999999999997,0.7999999999999972
2016-09-30,98.7457,-0.09,51.1,51.1,54.3,54.8,424916.0,-0.10556910872728154,-0.09338661204268121,0.12,1.3000000000000043,1.3000000000000043,-1.1000000000000014,2.0
2016-10-31,98.7611,-0.07,51.8,51.8,56.4,54.6,424941.0,0.015594399819346511,0.005883342728772841,0.01999999999999999,0.6999999999999957,0.6999999999999957,2.1000000000000014,-0.19999999999999574
2016-11-30,98.3491,-0.22,53.2,53.2,55.8,56.3,430679.0,-0.41804087257064787,1.3412697277155141,-0.15,1.4000000000000057,1.4000000000000057,-0.6000000000000014,1.6999999999999957
2016-12-31,99.0214,0.38,54.4,54.4,57.0,57.2,430648.0,0.6812594589355484,-0.007198195345875884,0.6,1.1999999999999957,1.1999999999999957,1.2000000000000028,0.9000000000000057
2017-01-31,98.7611,-0.11,55.7,55.7,56.6,57.9,430799.0,-0.26321858636490175,0.03505729349489306,-0.49,1.3000000000000043,1.3000000000000043,-0.3999999999999986,0.6999999999999957
2017-02-28,98.3646,-0.09,57.7,57.7,56.2,54.4,430662.0,-0.40228192946493696,-0.03180643143565571,0.020000000000000004,2.0,2.0,-0.3999999999999986,-3.5
2017-03-31,99.0137,0.02,56.5,56.5,57.2,58.3,432710.0,0.6577241165916399,0.47441979616294083,0.11,-1.2000000000000028,-1.2000000000000028,1.0,3.8999999999999986
2017-04-30,100.0224,0.34,55.8,55.8,57.4,49.6,433098.0,1.0135936505023562,0.08962726747120098,0.32,-0.7000000000000028,-0.7000000000000028,0.19999999999999574,-8.699999999999996
2017-05-31,100.1408,0.02,56.4,56.4,56.8,53.6,436332.0,0.1183034781709034,0.7439391130602566,-0.32,0.6000000000000014,0.6000000000000014,-0.6000000000000014,4.0
2017-06-30,100.3471,0.16,56.2,56.2,55.4,56.3,437463.0,0.2057980285209821,0.2588709323372968,0.14,-0.19999999999999574,-0.19999999999999574,-1.3999999999999986,2.6999999999999957
2017-07-31,100.1068,-0.16,56.5,56.5,55.8,58.0,435885.0,-0.23975598889276148,-0.3613683702762221,-0.32,0.29999999999999716,0.29999999999999716,0.3999999999999986,1.7000000000000028
2017-08-31,99.6925,0.01,58.4,58.4,58.1,64.7,441340.0,-0.4147167620660212,1.2437106364963912,0.17,1.8999999999999986,1.8999999999999986,2.3000000000000043,6.700000000000003
2017-09-30,99.7954,0.18,60.0,60.0,60.4,61.1,443034.0,0.10316416096038926,0.3830963080779854,0.16999999999999998,1.6000000000000014,1.6000000000000014,2.299999999999997,-3.6000000000000014
2017-10-31,101.0247,0.54,58.6,58.6,57.1,59.2,446441.0,1.2242951327366367,0.7660736191948647,0.36000000000000004,-1.3999999999999986,-1.3999999999999986,-3.299999999999997,-1.8999999999999986
2017-11-30,101.2664,0.23,57.6,57.6,56.3,61.2,449303.0,0.23896267805680657,0.6390240379353712,-0.31000000000000005,-1.0,-1.0,-0.8000000000000043,2.0
2017-12-31,101.4644,0.2,59.7,59.7,60.0,61.7,444527.0,0.19533298635994295,-1.0686697590603695,-0.03,2.1000000000000014,2.1000000000000014,3.700000000000003,0.5
2018-01-31,101.4625,-0.23,59.4,59.4,58.5,62.4,446518.0,-0.0018725955011806047,0.4468917537403398,-0.43000000000000005,-0.30000000000000426,-0.30000000000000426,-1.5,0.6999999999999957
2018-02-28,101.7085,0.47,60.9,60.9,58.2,61.5,446516.0,0.2421606629052912,-0.0004479112777357261,0.7,1.5,1.5,-0.29999999999999716,-0.8999999999999986
2018-03-31,102.2067,0.1,58.8,58.8,57.6,62.3,446947.0,0.488635463438427,0.09647854100989033,-0.37,-2.1000000000000014,-2.1000000000000014,-0.6000000000000014,0.7999999999999972
2018-04-30,103.3329,0.39,58.6,58.6,58.0,63.9,451355.0,1.0958581903170899,0.9814150209145287,0.29000000000000004,-0.19999999999999574,-0.19999999999999574,0.3999999999999986,1.6000000000000014
2018-05-31,102.4024,-0.14,59.0,59.0,58.5,61.1,449387.0,-0.9045665423148675,-0.43697376862955856,-0.53,0.3999999999999986,0.3999999999999986,0.5,-2.799999999999997
2018-06-30,103.198,0.21,59.9,59.9,57.5,63.4,452610.0,0.7739323183955853,0.714639564610489,0.35,0.8999999999999986,0.8999999999999986,-1.0,2.299999999999997
2018-07-31,103.3646,0.05,58.1,58.1,59.5,62.3,452415.0,0.161307067324279,-0.04309273291181469,-0.15999999999999998,-1.7999999999999972,-1.7999999999999972,2.0,-1.1000000000000014
2018-08-31,104.0327,0.3,60.5,60.5,60.4,62.8,450986.0,0.6442729109766876,-0.3163603298716166,0.25,2.3999999999999986,2.3999999999999986,0.8999999999999986,0.5
2018-09-30,104.1004,0.02,59.3,59.3,60.8,61.1,455290.0,0.06505452749955742,0.9498281666753094,-0.27999999999999997,-1.2000000000000028,-1.2000000000000028,0.3999999999999986,-1.6999999999999957
2018-10-31,103.9856,-0.21,58.1,58.1,60.1,62.9,459298.0,-0.11033900564873926,0.8764658310828005,-0.22999999999999998,-1.1999999999999957,-1.1999999999999957,-0.6999999999999957,1.7999999999999972
2018-11-30,104.0681,0.01,58.6,58.6,58.1,59.1,451080.0,0.07930645244381049,-1.8054529505752548,0.22,0.5,0.5,-2.0,-3.799999999999997
2018-12-31,104.0936,-0.13,54.9,54.9,56.5,59.1,455893.0,0.02450018435433025,1.0613425493079425,-0.14,-3.700000000000003,-3.700000000000003,-1.6000000000000014,0.0
2019-01-31,103.4021,-0.36,55.7,55.7,59.1,55.8,454693.0,-0.6665223038358249,-0.26356669104817076,-0.22999999999999998,0.8000000000000043,0.8000000000000043,2.6000000000000014,-3.3000000000000043
2019-02-28,102.8371,-0.41,54.4,54.4,56.5,58.2,460657.0,-0.5479088490066776,1.3031265411609976,-0.04999999999999999,-1.3000000000000043,-1.3000000000000043,-2.6000000000000014,2.4000000000000057
2019-03-31,102.8757,-0.1,54.9,54.9,55.3,56.1,459188.0,0.037528049254103496,-0.3194019098576423,0.30999999999999994,0.5,0.5,-1.2000000000000028,-2.1000000000000014
2019-04-30,102.274,-0.51,53.6,53.6,56.1,55.8,462417.0,-0.5865977141161808,0.7007369128526665,-0.41000000000000003,-1.2999999999999972,-1.2999999999999972,0.8000000000000043,-0.30000000000000426
2019-05-31,102.392,0.02,52.6,52.6,55.2,58.2,464145.0,0.11530983463275594,0.3729922020055509,0.53,-1.0,-1.0,-0.8999999999999986,2.4000000000000057
2019-06-30,102.4375,0.04,51.5,51.5,54.4,56.5,468159.0,0.04442719505578798,0.861097839930481,0.02,-1.1000000000000014,-1.1000000000000014,-0.8000000000000043,-1.7000000000000028
2019-07-31,101.9408,-0.36,51.0,51.0,56.0,58.0,471850.0,-0.48606038693657805,0.7853156659736731,-0.39999999999999997,-0.5,-0.5,1.6000000000000014,1.5
2019-08-31,102.639,0.17,48.5,48.5,53.2,59.5,468160.0,0.6825724834901714,-0.7851020635582547,0.53,-2.5,-2.5,-2.799999999999997,1.5
2019-09-30,102.2917,-0.43,48.1,48.1,54.8,56.4,468774.0,-0.33894417233817986,0.13106581421858512,-0.6,-0.3999999999999986,-0.3999999999999986,1.5999999999999943,-3.1000000000000014
2019-10-31,101.4281,-0.78,48.1,48.1,53.6,57.0,471641.0,-0.8478362664280364,0.6097326993495615,-0.35000000000000003,0.0,0.0,-1.1999999999999957,0.6000000000000014
2019-11-30,101.9372,0.2,48.1,48.1,55.7,59.8,471240.0,0.5006764315212775,-0.08505845895224282,0.98,0.0,0.0,2.1000000000000014,2.799999999999997
2019-12-31,101.7003,-0.35,47.9,47.9,56.0,56.5,467689.0,-0.2326684494464219,-0.7563973272672979,-0.55,-0.20000000000000284,-0.20000000000000284,0.29999999999999716,-3.299999999999997
2020-01-31,101.0338,-0.25,51.4,51.4,57.5,52.5,469351.0,-0.6575138580045964,0.3547344281642995,0.09999999999999998,3.5,3.5,1.5,-4.0
2020-02-29,101.3735,0.07,50.1,50.1,52.9,50.4,441064.0,0.3356601456010003,-6.216089975306223,0.32,-1.2999999999999972,-1.2999999999999972,-4.600000000000001,-2.1000000000000014
2020-03-31,97.4078,-4.37,49.0,49.0,41.7,55.1,390935.0,-3.9905426201024894,-12.064868387713615,-4.44,-1.1000000000000014,-1.1000000000000014,-11.199999999999996,4.700000000000003
2020-04-30,84.5619,-18.26,41.8,41.8,45.4,55.1,466701.0,-14.142247901545593,17.714748990087674,-13.89,-7.200000000000003,-7.200000000000003,3.6999999999999957,0.0
2020-05-31,85.9604,4.75,43.5,43.5,57.3,61.1,495726.0,1.6402914528457953,6.0334559072733285,23.01,1.7000000000000028,1.7000000000000028,11.899999999999999,6.0
2020-06-30,91.5934,6.3,52.6,52.6,56.7,57.5,500189.0,6.347249159182694,0.8962672267889688,1.5499999999999998,9.100000000000001,9.100000000000001,-0.5999999999999943,-3.6000000000000014
2020-07-31,95.0256,2.64,53.8,53.8,57.1,64.2,498972.0,3.678711230080065,-0.24360450454700316,-3.6599999999999997,1.1999999999999957,1.1999999999999957,0.3999999999999986,6.700000000000003
2020-08-31,95.9549,1.26,55.4,55.4,57.1,59.9,506819.0,0.9731960431251231,1.560395592570163,-1.3800000000000001,1.6000000000000014,1.6000000000000014,0.0,-4.300000000000004
2020-09-30,95.9669,0.49,55.5,55.5,56.1,62.8,505205.0,0.012505093236555416,-0.31896503805941834,-0.77,0.10000000000000142,0.10000000000000142,-1.0,2.8999999999999986
2020-10-31,96.7394,1.01,58.7,58.7,56.1,64.3,502387.0,0.8017424837306384,-0.5593548474801119,0.52,3.200000000000003,3.200000000000003,0.0,1.5
2020-11-30,97.0816,0.28,57.3,57.3,57.5,65.7,506482.0,0.353109679099897,0.8118046028298733,-0.73,-1.4000000000000057,-1.4000000000000057,1.3999999999999986,1.4000000000000057
2020-12-31,98.363,0.68,60.2,60.2,58.4,64.2,518800.0,1.3112855111043258,2.4029667390963634,0.4,2.9000000000000057,2.9000000000000057,0.8999999999999986,-1.5
2021-01-31,98.8822,0.86,59.2,59.2,56.5,71.2,503833.0,0.5264525566604699,-2.9273588485547206,0.17999999999999994,-1.0,-1.0,-1.8999999999999986,7.0
2021-02-28,95.6149,-1.85,60.4,60.4,62.0,73.4,553495.0,-3.3600576999423892,9.400785472748087,-2.71,1.1999999999999957,1.1999999999999957,5.5,2.200000000000003
2021-03-31,98.3856,2.4,63.8,63.8,63.3,75.0,551353.0,2.856578623245058,-0.3877461304531234,4.25,3.3999999999999986,3.3999999999999986,1.2999999999999972,1.5999999999999943
2021-04-30,98.5587,0.12,60.8,60.8,64.3,78.7,539224.0,0.1757857877320389,-2.2244188386395027,-2.28,-3.0,-3.0,1.0,3.700000000000003
2021-05-31,99.4333,0.22,61.6,61.6,61.4,78.6,537051.0,0.8834757856393223,-0.40380069269535757,0.1,0.8000000000000043,0.8000000000000043,-2.8999999999999986,-0.10000000000000853
2021-06-30,99.7987,0.33,61.3,61.3,63.8,83.4,523854.0,0.3668089560924184,-2.4880042522921673,0.11000000000000001,-0.30000000000000426,-0.30000000000000426,2.3999999999999986,4.800000000000011
2021-07-31,100.2519,0.75,60.2,60.2,61.5,76.9,525242.0,0.4530861445059503,0.26460892232424754,0.42,-1.0999999999999943,-1.0999999999999943,-2.299999999999997,-6.5
2021-08-31,100.0437,-0.04,59.8,59.8,61.6,80.7,526787.0,-0.20789280941337757,0.2937183501086277,-0.79,-0.4000000000000057,-0.4000000000000057,0.10000000000000142,3.799999999999997
2021-09-30,98.8579,-0.14,60.8,60.8,67.2,82.9,527661.0,-1.1923625038835892,0.16577397845192168,-0.1,1.0,1.0,5.600000000000001,2.200000000000003
2021-10-31,100.1861,0.93,60.7,60.7,67.5,82.4,527003.0,1.3345990980446365,-0.1247790927488842,1.07,-0.09999999999999432,-0.09999999999999432,0.29999999999999716,-0.5
2021-11-30,100.8654,0.64,60.8,60.8,61.4,83.7,517379.0,0.6757498302163356,-1.8430559749698674,-0.29000000000000004,0.09999999999999432,0.09999999999999432,-6.100000000000001,1.2999999999999972
2021-12-31,100.5726,0.17,58.3,58.3,59.8,81.1,522902.0,-0.2907100013006407,1.061838463479086,-0.47,-2.5,-2.5,-1.6000000000000014,-2.6000000000000085
2022-01-31,100.1856,-0.03,57.4,57.4,57.1,82.0,520973.0,-0.3855389013895069,-0.3695849015891727,-0.2,-0.8999999999999986,-0.8999999999999986,-2.6999999999999957,0.9000000000000057
2022-02-28,100.8064,0.39,58.1,58.1,58.0,83.7,523405.0,0.6177379936952057,0.46573259796306393,0.42000000000000004,0.7000000000000028,0.7000000000000028,0.8999999999999986,1.7000000000000028
2022-03-31,101.3907,0.42,57.2,57.2,58.3,83.1,529670.0,0.5779525289359483,1.1898628141397913,0.02999999999999997,-0.8999999999999986,-0.8999999999999986,0.29999999999999716,-0.6000000000000085
2022-04-30,101.44,0.01,55.3,55.3,56.9,81.8,522649.0,0.04861197143317195,-1.3344060464441014,-0.41,-1.9000000000000057,-1.9000000000000057,-1.3999999999999986,-1.2999999999999972
2022-05-31,101.3335,-0.42,55.9,55.9,55.9,80.3,520620.0,-0.10504332153142076,-0.3889701617114607,-0.43,0.6000000000000014,0.6000000000000014,-1.0,-1.5
2022-06-30,101.018,-0.25,53.5,53.5,56.5,74.5,517990.0,-0.3118338689469307,-0.5064471979619625,0.16999999999999998,-2.3999999999999986,-2.3999999999999986,0.6000000000000014,-5.799999999999997
2022-07-31,101.223,0.21,52.9,52.9,55.9,72.6,522117.0,0.2027284973971847,0.7935763644686227,0.45999999999999996,-0.6000000000000014,-0.6000000000000014,-0.6000000000000014,-1.9000000000000057
2022-08-31,101.0963,0.05,53.0,53.0,55.3,69.9,520327.0,-0.12524758296693903,-0.34342406100905676,-0.15999999999999998,0.10000000000000142,0.10000000000000142,-0.6000000000000014,-2.6999999999999886
2022-09-30,101.2918,0.0,51.1,51.1,54.8,70.7,522584.0,0.19319323696046933,0.43282763793797113,-0.05,-1.8999999999999986,-1.8999999999999986,-0.5,0.7999999999999972
2022-10-31,101.2529,0.04,50.3,50.3,55.5,69.4,514883.0,-0.03841127462558634,-1.4846046080392354,0.04,-0.8000000000000043,-0.8000000000000043,0.7000000000000028,-1.2999999999999972
2022-11-30,100.9552,-0.61,49.0,49.0,49.0,67.4,512389.0,-0.2944493470728878,-0.4855588198704615,-0.65,-1.2999999999999972,-1.2999999999999972,-6.5,-2.0
2022-12-31,99.7664,-0.46,48.0,48.0,54.5,66.7,529660.0,-1.184540079752463,3.315118906827293,0.14999999999999997,-1.0,-1.0,5.5,-0.7000000000000028
2023-01-31,100.505,0.57,47.1,47.1,54.6,64.8,523995.0,0.737602422182949,-1.0753148966200627,1.03,-0.8999999999999986,-0.8999999999999986,0.10000000000000142,-1.9000000000000057
2023-02-28,100.6416,-0.43,47.3,47.3,50.7,60.6,518456.0,0.1358213571587366,-1.0626978395608162,-1.0,0.19999999999999574,0.19999999999999574,-3.8999999999999986,-4.199999999999996
2023-03-31,101.0205,-0.41,46.3,46.3,52.8,59.6,521127.0,0.37577754656583384,0.5138610149223889,0.020000000000000018,-1.0,-1.0,2.0999999999999943,-1.0
2023-04-30,101.253,0.04,46.7,46.7,51.2,56.7,523803.0,0.22988686347240922,0.5121885389671542,0.44999999999999996,0.4000000000000057,0.4000000000000057,-1.5999999999999943,-2.8999999999999986
2023-05-31,100.9286,-0.19,46.4,46.4,54.0,55.1,526111.0,-0.3208999022467116,0.43965576566235753,-0.23,-0.30000000000000426,-0.30000000000000426,2.799999999999997,-1.6000000000000014
2023-06-30,100.1196,-0.41,46.3,46.3,53.0,57.5,528427.0,-0.8047864805022571,0.4392451905327391,-0.21999999999999997,-0.10000000000000142,-0.10000000000000142,-1.0,2.3999999999999986
2023-07-31,100.9067,0.13,47.0,47.0,54.1,58.5,530512.0,0.7830856183775964,0.3937908971834393,0.54,0.7000000000000028,0.7000000000000028,1.1000000000000014,1.0
2023-08-31,100.8393,-0.17,48.0,48.0,53.5,58.2,533013.0,-0.06681669277958593,0.47032361444529835,-0.30000000000000004,1.0,1.0,-0.6000000000000014,-0.29999999999999716
2023-09-30,101.0211,-0.03,48.7,48.7,51.6,58.2,531363.0,0.18012453076874022,-0.3100410610019141,0.14,0.7000000000000028,0.7000000000000028,-1.8999999999999986,0.0
2023-10-31,100.4689,-0.52,47.4,47.4,52.5,58.1,532219.0,-0.5481179041073229,0.160965526837419,-0.49,-1.3000000000000043,-1.3000000000000043,0.8999999999999986,-0.10000000000000142
2023-11-30,100.8639,0.15,46.8,46.8,50.2,57.2,534708.0,0.392385648842358,0.46657447328409324,0.67,-0.6000000000000014,-0.6000000000000014,-2.299999999999997,-0.8999999999999986
2023-12-31,100.6031,-0.12,46.9,46.9,53.1,64.1,530686.0,-0.2589011060650594,-0.7550294270118133,-0.27,0.10000000000000142,0.10000000000000142,2.8999999999999986,6.8999999999999915
2024-01-31,99.2223,-0.98,48.6,48.6,52.1,58.3,532364.0,-1.3820284885654506,0.31569566692654355,-0.86,1.7000000000000028,1.7000000000000028,-1.0,-5.799999999999997
2024-02-29,100.285,0.25,47.4,47.4,51.1,53.9,534797.0,1.065334502345764,0.45597697357289957,1.23,-1.2000000000000028,-1.2000000000000028,-1.0,-4.399999999999999
2024-03-31,100.4575,-0.14,49.8,49.8,49.8,58.7,534025.0,0.1718620047660912,-0.14445812946435554,-0.39,2.3999999999999986,2.3999999999999986,-1.3000000000000043,4.800000000000004
2024-04-30,100.2434,-0.36,48.9,48.9,53.7,57.5,539363.0,-0.213352387770971,0.9946159274274159,-0.21999999999999997,-0.8999999999999986,-0.8999999999999986,3.9000000000000057,-1.2000000000000028
2024-05-31,100.863,0.16,48.6,48.6,49.4,56.6,539205.0,0.6161931798148965,-0.029298106587661524,0.52,-0.29999999999999716,-0.29999999999999716,-4.300000000000004,-0.8999999999999986
2024-06-30,100.894,-0.23,48.3,48.3,51.7,56.6,546766.0,0.03073003687004655,1.3925090408296668,-0.39,-0.30000000000000426,-0.30000000000000426,2.3000000000000043,0.0
2024-07-31,99.9757,-0.38,47.4,47.4,51.8,57.1,545589.0,-0.9143304316003359,-0.21549779247443465,-0.15,-0.8999999999999986,-0.8999999999999986,0.09999999999999432,0.5
2024-08-31,100.4309,-0.08,47.7,47.7,54.6,58.8,550500.0,0.4542772371983832,0.8961011127046529,0.3,0.30000000000000426,0.30000000000000426,2.8000000000000043,1.6999999999999957
2024-09-30,99.8084,-0.28,47.3,47.3,55.5,58.2,553900.0,-0.6217580718655453,0.6157208876323653,-0.2,-0.4000000000000057,-0.4000000000000057,0.8999999999999986,-0.5999999999999943
2024-10-31,99.4695,-0.56,47.0,47.0,52.4,58.9,557567.0,-0.34012836016453935,0.6598510446450733,-0.28,-0.29999999999999716,-0.29999999999999716,-3.1000000000000014,0.6999999999999957
2024-11-30,99.2925,-0.04,48.4,48.4,53.5,65.1,561628.0,-0.1781025012705958,0.725703353310361,0.52,1.3999999999999986,1.3999999999999986,1.1000000000000014,6.199999999999996
2024-12-31,100.3273,0.31,49.2,49.2,52.6,61.7,552410.0,1.03678018845612,-1.6549184823289074,0.35,0.8000000000000043,0.8000000000000043,-0.8999999999999986,-3.3999999999999915
2025-01-31,100.0647,-0.49,50.5,50.5,53.2,63.3,552393.0,-0.2620864608518172,-0.003077471730493843,-0.8,1.2999999999999972,1.2999999999999972,0.6000000000000014,1.5999999999999943
2025-02-28,101.0993,0.38,50.0,50.0,50.8,61.4,563678.0,1.028622539084394,2.0223416996210264,0.87,-0.5,-0.5,-2.4000000000000057,-1.8999999999999986
2025-03-31,101.0404,0.16,48.9,48.9,51.6,65.0,561481.0,-0.058276530208506386,-0.3905230802351728,-0.22,-1.1000000000000014,-1.1000000000000014,0.8000000000000043,3.6000000000000014
2025-04-30,101.1279,-0.36,48.8,48.8,50.2,67.8,556545.0,0.08656154843619723,-0.8829905691783234,-0.52,-0.10000000000000142,-0.10000000000000142,-1.3999999999999986,2.799999999999997
2025-05-31,100.9655,-0.29,48.6,48.6,50.8,67.1,560152.0,-0.16071780172620428,0.6460145490459364,0.07,-0.19999999999999574,-0.19999999999999574,0.5999999999999943,-0.7000000000000028
2025-06-30,101.4785,-0.1,49.0,49.0,50.5,68.8,564683.0,0.506807905446902,0.805633627483395,0.18999999999999997,0.3999999999999986,0.3999999999999986,-0.29999999999999716,1.7000000000000028
2025-07-31,101.894,0.0,48.4,48.4,51.9,68.3,566165.0,0.40861038548213835,0.2621043408890684,0.1,-0.6000000000000014,-0.6000000000000014,1.3999999999999986,-0.5
2025-08-31,101.6247,-0.34,48.9,48.9,50.3,68.5,563874.0,-0.26464414048793244,-0.40547328699859747,-0.34,0.5,0.5,-1.6000000000000014,0.20000000000000284
2025-09-30,101.7059,-0.29,48.9,48.9,52.0,69.5,563817.0,0.07986993036619357,-0.010109152249783863,0.050000000000000044,0.0,0.0,1.7000000000000028,1.0
2025-10-31,101.257,-0.52,48.8,48.8,52.4,65.9,565689.0,-0.4423475738410949,0.3314726462782643,-0.23000000000000004,-0.10000000000000142,-0.10000000000000142,0.3999999999999986,-3.5999999999999943
2025-11-30,101.3775,-0.15,48.0,48.0,53.8,65.1,565689.0,0.1189333644607238,0.0,0.37,-0.7999999999999972,-0.7999999999999972,1.3999999999999986,-0.8000000000000114
2025-12-31,101.6296,-0.21,47.9,47.9,53.8,66.6,565689.0,0.24836582522592643,0.0,-0.06,-0.10000000000000142,-0.10000000000000142,0.0,1.5
2026-01-31,102.3412,0.18,52.6,52.6,56.1,63.0,565689.0,0.6977497632467121,0.0,0.39,4.700000000000003,4.700000000000003,2.3000000000000043,-3.5999999999999943
